aid,firstname,lastname,gender,birthdate,deathdate,birthplace,deathplace,nationality,eid,title,venue,startdate,type,paintings,country,city,latitude,longitude,age_at_exhibition,status_at_exhibition
791,Charlotte,Corinth,Female,1880,1967,Berlin,New York,Germany,211,Achtzehnte Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1909,group,1,DE,Berlin,52.516667,13.4,29,Alive
792,Rüdiger,Berlit,Male,1883,1939,Leipzig,Leipzig,Germany,570,LIA. Leipziger Jahresausstellung 1913,Gelände der Internationalen Baufach-Ausstellung,1913,group,2,DE,Leipzig,51.3333,12.4167,30,Alive
792,Rüdiger,Berlit,Male,1883,1939,Leipzig,Leipzig,Germany,570,LIA. Leipziger Jahresausstellung 1913,Verein Leipziger Jahres-Ausstellung,1913,group,2,DE,Leipzig,51.3333,12.4167,30,Alive
792,Rüdiger,Berlit,Male,1883,1939,Leipzig,Leipzig,Germany,968,Ausstellung des Deutschen Künstlerbundes Darmstadt,Deutscher Künstlerbund,1910,group,1,DE,-,51.5,10.5,27,Alive
792,Rüdiger,Berlit,Male,1883,1939,Leipzig,Leipzig,Germany,573,Ausstellung des Deutschen Künstlerbundes 1913,Kunsthalle Mannheim,1913,group,1,DE,Mannheim,49.488333,8.464722,30,Alive
792,Rüdiger,Berlit,Male,1883,1939,Leipzig,Leipzig,Germany,968,Ausstellung des Deutschen Künstlerbundes Darmstadt,Städtisches Ausstellungsgebäude auf der Mathildenhöhe,1910,group,1,DE,Darmstadt,49.870556,8.649444,27,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,211,Achtzehnte Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1909,group,1,DE,Berlin,52.516667,13.4,26,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,280,Zwanzigste Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1910,group,2,DE,Berlin,52.516667,13.4,27,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,349,XXII. Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1911,group,1,DE,Berlin,52.516667,13.4,28,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,133,"Vierzehnte Ausstellung der Berliner Secession, Zeichnende Künste",Paul Cassirer,1907,group,1,DE,Berlin,52.516667,13.4,24,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,75,Zwölfte Kunstausstellung der Berliner Secession. Zeichnende Künste,Paul Cassirer,1906,group,1,DE,Berlin,52.516667,13.4,23,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,956,[IX. Jahrgang. III. Ausstellung. Schwarz-Weiss Ausstellung der Berliner Secession],Paul Cassirer,1906,group,1,DE,Berlin,52.516667,13.4,23,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,892,XV. Jahrgang. 1912-13. Siebente Ausstellung,Paul Cassirer,1913,group,9,DE,Berlin,52.516667,13.4,30,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,893,[XI. Jahrgang]. V. Ausstellung. Henri Matisse,Paul Cassirer,1909,group,19,DE,Berlin,52.516667,13.4,26,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,979,X. Jahrgang. 1907/1908. VII. Ausstellung. [Kollektion Vincent van Gogh],Paul Cassirer,1908,group,4,DE,Berlin,52.516667,13.4,25,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,956,[IX. Jahrgang. III. Ausstellung. Schwarz-Weiss Ausstellung der Berliner Secession],Berliner Secession,1906,group,1,DE,Berlin,52.516667,13.4,23,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,154,Fünfzehnte Ausstellung der Berliner Secession,Berliner Secession,1908,group,2,DE,Berlin,52.516667,13.4,25,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,553,XXVI. Ausstellung der Berliner Secession,Berliner Secession,1913,group,1,DE,Berlin,52.516667,13.4,30,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,133,"Vierzehnte Ausstellung der Berliner Secession, Zeichnende Künste",Berliner Secession,1907,group,1,DE,Berlin,52.516667,13.4,24,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,349,XXII. Ausstellung der Berliner Secession,Berliner Secession,1911,group,1,DE,Berlin,52.516667,13.4,28,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,96,Dreizehnte Ausstellung der Berliner Secession,Berliner Secession,1907,group,1,DE,Berlin,52.516667,13.4,24,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,573,Ausstellung des Deutschen Künstlerbundes 1913,Kunsthalle Mannheim,1913,group,1,DE,Mannheim,49.488333,8.464722,30,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,424,Deutscher Künstlerbund. Grosse Ausstellung,Deutscher Künstlerbund,1912,group,1,DE,-,51.5,10.5,29,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,444,Maler und Bildhauer der Berliner Sezession,Galerie Miethke,1912,group,3,AT,Vienna,48.2167,16.3667,29,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,424,Deutscher Künstlerbund. Grosse Ausstellung,Kunsthalle Bremen,1912,group,1,DE,Bremen,53.083333,8.8,29,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,388,Dreiundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Ausstellungshaus am Kurfürstendamm 208/9,1911,group,1,DE,Berlin,52.516667,13.4,28,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,553,XXVI. Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1913,group,1,DE,Berlin,52.516667,13.4,30,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,96,Dreizehnte Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1907,group,1,DE,Berlin,52.516667,13.4,24,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,438,XXIV. Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1912,group,2,DE,Berlin,52.516667,13.4,29,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,154,Fünfzehnte Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1908,group,2,DE,Berlin,52.516667,13.4,25,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,75,Zwölfte Kunstausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1906,group,1,DE,Berlin,52.516667,13.4,23,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,280,Zwanzigste Ausstellung der Berliner Secession,Berliner Secession,1910,group,2,DE,Berlin,52.516667,13.4,27,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,388,Dreiundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1911,group,1,DE,Berlin,52.516667,13.4,28,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,438,XXIV. Ausstellung der Berliner Secession,Berliner Secession,1912,group,2,DE,Berlin,52.516667,13.4,29,Alive
793,Benno,Berneis,Male,1883,1916,Fürth,France,Germany,211,Achtzehnte Ausstellung der Berliner Secession,Berliner Secession,1909,group,1,DE,Berlin,52.516667,13.4,26,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,280,Zwanzigste Ausstellung der Berliner Secession,Berliner Secession,1910,group,2,DE,Berlin,52.516667,13.4,25,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,388,Dreiundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1911,group,2,DE,Berlin,52.516667,13.4,26,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,438,XXIV. Ausstellung der Berliner Secession,Berliner Secession,1912,group,3,DE,Berlin,52.516667,13.4,27,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,211,Achtzehnte Ausstellung der Berliner Secession,Berliner Secession,1909,group,2,DE,Berlin,52.516667,13.4,24,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,245,Neunzehnte Ausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1909,group,1,DE,Berlin,52.516667,13.4,24,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,363,Internationale Kunstausstellung der Münchener Secession,"Verein bildender Künstler Münchens ""Secession""",1911,group,1,DE,Munich,48.15,11.583333,26,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,346,Frühjahr-Ausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1911,group,1,DE,Munich,48.15,11.583333,26,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,363,Internationale Kunstausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1911,group,1,DE,Munich,48.15,11.583333,26,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,462,Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln,Sonderbund Westdeutscher Kunstfreunde und Künstler,1912,group,2,DE,Cologne,50.933333,6.95,27,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,280,Zwanzigste Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1910,group,2,DE,Berlin,52.516667,13.4,25,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,322,Einundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Ausstellungshaus am Kurfürstendamm 208/9,1910,group,5,DE,Berlin,52.516667,13.4,25,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,349,XXII. Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1911,group,1,DE,Berlin,52.516667,13.4,26,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,493,Fünfundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Ausstellungshaus am Kurfürstendamm 208/9,1912,group,4,DE,Berlin,52.516667,13.4,27,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,586,Juryfreie Kunstschau. 4. Ausstellung,Ausstellungshaus am Kurfürstendamm 208/9,1913,group,5,DE,Berlin,52.516667,13.4,28,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,245,Neunzehnte Ausstellung der Berliner Secession. Zeichnende Künste,Ausstellungshaus am Kurfürstendamm 208/9,1909,group,1,DE,Berlin,52.516667,13.4,24,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,388,Dreiundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Ausstellungshaus am Kurfürstendamm 208/9,1911,group,2,DE,Berlin,52.516667,13.4,26,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,666,Erste Ausstellung der Freien Secession Berlin,Ausstellungshaus am Kurfürstendamm 208/9,1914,group,1,DE,Berlin,52.516667,13.4,29,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,438,XXIV. Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1912,group,3,DE,Berlin,52.516667,13.4,27,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,211,Achtzehnte Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1909,group,2,DE,Berlin,52.516667,13.4,24,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,322,Einundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1910,group,5,DE,Berlin,52.516667,13.4,25,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,493,Fünfundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1912,group,4,DE,Berlin,52.516667,13.4,27,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,349,XXII. Ausstellung der Berliner Secession,Berliner Secession,1911,group,1,DE,Berlin,52.516667,13.4,26,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,462,Internationale Kunstausstellung des Sonderbundes Westdeutscher Kunstfreunde und Künstler zu Cöln,Städtische Ausstellungshalle am Aachener Tor,1912,group,2,DE,Cologne,50.933333,6.95,27,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,424,Deutscher Künstlerbund. Grosse Ausstellung,Kunsthalle Bremen,1912,group,1,DE,Bremen,53.083333,8.8,27,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,586,Juryfreie Kunstschau. 4. Ausstellung,Verein Berliner Künstler (VBK),1913,group,5,DE,Berlin,52.516667,13.4,28,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,573,Ausstellung des Deutschen Künstlerbundes 1913,Kunsthalle Mannheim,1913,group,1,DE,Mannheim,49.488333,8.464722,28,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,424,Deutscher Künstlerbund. Grosse Ausstellung,Deutscher Künstlerbund,1912,group,1,DE,-,51.5,10.5,27,Alive
794,Otto,Beyer,Male,1885,1962,Kattowitz,Berlin,Germany,877,Frühjahr-Ausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1912,group,1,DE,Munich,48.15,11.583333,27,Alive
801,Hans,Brasch,Male,1882,1973,Karlsruhe,Murrhardt,Germany,117,Deutsch-Nationale Kunst-Ausstellung,Städtischer Kunstpalast,1907,group,2,DE,Dusseldorf,51.216667,6.766667,25,Alive
801,Hans,Brasch,Male,1882,1973,Karlsruhe,Murrhardt,Germany,116,Internationale Kunstausstellung Mannheim,Kunsthalle Mannheim,1907,group,1,DE,Mannheim,49.488333,8.464722,25,Alive
801,Hans,Brasch,Male,1882,1973,Karlsruhe,Murrhardt,Germany,148,Deutsche Kunstausstellung Bremen,Kunsthalle Bremen,1908,group,1,DE,Bremen,53.083333,8.8,26,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,573,Ausstellung des Deutschen Künstlerbundes 1913,Kunsthalle Mannheim,1913,group,2,DE,Mannheim,49.488333,8.464722,29,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,424,Deutscher Künstlerbund. Grosse Ausstellung,Kunsthalle Bremen,1912,group,2,DE,Bremen,53.083333,8.8,28,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,1327,Kunstausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1912,group,2,DE,Munich,48.15,11.583333,28,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],Königliches Kunstausstellungsgebäude am Königsplatz,1913,group,1,DE,Munich,48.15,11.583333,29,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,1303,Frühjahr-Ausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1914,group,2,DE,Munich,48.15,11.583333,30,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,363,Internationale Kunstausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1911,group,2,DE,Munich,48.15,11.583333,27,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,1303,Frühjahr-Ausstellung der Münchener Secession,"Verein bildender Künstler Münchens ""Secession""",1914,group,2,DE,Munich,48.15,11.583333,30,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,570,LIA. Leipziger Jahresausstellung 1913,Gelände der Internationalen Baufach-Ausstellung,1913,group,2,DE,Leipzig,51.3333,12.4167,29,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,1327,Kunstausstellung der Münchener Secession,"Verein bildender Künstler Münchens ""Secession""",1912,group,2,DE,Munich,48.15,11.583333,28,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,363,Internationale Kunstausstellung der Münchener Secession,"Verein bildender Künstler Münchens ""Secession""",1911,group,2,DE,Munich,48.15,11.583333,27,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,1037,Winter-Ausstellung. Zeichnungen-Graphik-Aquarelle-Pastelle [Münchener Secession],"Verein bildender Künstler Münchens ""Secession""",1913,group,1,DE,Munich,48.15,11.583333,29,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,547,Frühjahr-Ausstellung der Münchener Secession,"Verein bildender Künstler Münchens ""Secession""",1913,group,2,DE,Munich,48.15,11.583333,29,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,968,Ausstellung des Deutschen Künstlerbundes Darmstadt,Städtisches Ausstellungsgebäude auf der Mathildenhöhe,1910,group,1,DE,Darmstadt,49.870556,8.649444,26,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,547,Frühjahr-Ausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1913,group,2,DE,Munich,48.15,11.583333,29,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,877,Frühjahr-Ausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1912,group,1,DE,Munich,48.15,11.583333,28,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,689,Kunstausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1914,group,2,DE,Munich,48.15,11.583333,30,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,968,Ausstellung des Deutschen Künstlerbundes Darmstadt,Deutscher Künstlerbund,1910,group,1,DE,-,51.5,10.5,26,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,424,Deutscher Künstlerbund. Grosse Ausstellung,Deutscher Künstlerbund,1912,group,2,DE,-,51.5,10.5,28,Alive
802,Erich,Buchwald-Zinnwald,Male,1884,1972,Dresden,Krefeld,Germany,570,LIA. Leipziger Jahresausstellung 1913,Verein Leipziger Jahres-Ausstellung,1913,group,2,DE,Leipzig,51.3333,12.4167,29,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,645,Internationale Ausstellung in der Kunsthalle Bremen,Kunsthalle Bremen,1914,group,2,DE,Bremen,53.083333,8.8,25,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,424,Deutscher Künstlerbund. Grosse Ausstellung,Kunsthalle Bremen,1912,group,2,DE,Bremen,53.083333,8.8,23,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,245,Neunzehnte Ausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1909,group,3,DE,Berlin,52.516667,13.4,20,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,726,27. Ausstellung der Berliner Secession,Berliner Secession,1915,group,3,DE,Berlin,52.516667,13.4,26,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,570,LIA. Leipziger Jahresausstellung 1913,Gelände der Internationalen Baufach-Ausstellung,1913,group,2,DE,Leipzig,51.3333,12.4167,24,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,573,Ausstellung des Deutschen Künstlerbundes 1913,Kunsthalle Mannheim,1913,group,3,DE,Mannheim,49.488333,8.464722,24,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,346,Frühjahr-Ausstellung der Münchener Secession,Königliches Kunstausstellungsgebäude am Königsplatz,1911,group,3,DE,Munich,48.15,11.583333,22,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,570,LIA. Leipziger Jahresausstellung 1913,Verein Leipziger Jahres-Ausstellung,1913,group,2,DE,Leipzig,51.3333,12.4167,24,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,968,Ausstellung des Deutschen Künstlerbundes Darmstadt,Städtisches Ausstellungsgebäude auf der Mathildenhöhe,1910,group,3,DE,Darmstadt,49.870556,8.649444,21,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,322,Einundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1910,group,3,DE,Berlin,52.516667,13.4,21,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,493,Fünfundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1912,group,2,DE,Berlin,52.516667,13.4,23,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,186,Sechzehnte Ausstellung der Berliner Secession. Zeichnende Künste,Berliner Secession,1908,group,1,DE,Berlin,52.516667,13.4,19,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,349,XXII. Ausstellung der Berliner Secession,Berliner Secession,1911,group,1,DE,Berlin,52.516667,13.4,22,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,726,27. Ausstellung der Berliner Secession,Neues Secessionshaus,1915,group,3,DE,Berlin,52.516667,13.4,26,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,322,Einundzwanzigste Ausstellung der Berliner Secession. Zeichnende Künste,Ausstellungshaus am Kurfürstendamm 208/9,1910,group,3,DE,Berlin,52.516667,13.4,21,Alive
805,Erich,Büttner,Male,1889,1936,Berlin,Freiburg im Breisgau,Germany,349,XXII. Ausstellung der Berliner Secession,Ausstellungshaus am Kurfürstendamm 208/9,1911,group,1,DE,Berlin,52.516667,13.4,22,Alive
